kind,dim,ks,integ_sign,integ_mag,iso,v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa
hyperbolic,5,-69.62272001623198,0.37089062508804993,0.8906327062165325,-0.8056596505424996,-3.2902870132536406,-0.7145029572427122,1.0110660547539887,2506.8658805452515,-0.14128339125064565,-0.0,2.8671892955327802
hyperbolic,5,-69.62272001623198,0.022909826456851135,0.2557870870729609,-0.6476212154327372,-2.419145851630704,-0.31334721344941197,1.1338796758162506,2507.364815303503,-1.3867514383690185,-0.0,2.481036791065557
hyperbolic,5,-69.62272001623198,0.2571886943561118,0.9054451325425448,-0.6476212154327372,-2.526568661046348,-0.08741328671167539,1.786316851597122,2507.7828972766606,-0.6994223328227551,-124999999.99999999,2.633962516719916
hyperbolic,5,-163.78126086560843,0.4974394616441906,2.734401052061647,-0.8056596505424996,-9.05357008825774,-5.830739006525654,2.2188836879357847,1314.9183611145593,2.6500225038101353,-0.0,2.2823052520344405
hyperbolic,5,-163.78126086560843,0.4985467092618727,2.4354157973102812,-0.8056596505424996,-7.818142073430193,-6.467668297625262,3.576169445096917,1315.3798909862644,1.0196218895070943,-0.0,2.3372839715563045
hyperbolic,5,-163.78126086560843,0.4986984223272015,2.766676157666589,-0.8056596505424996,-9.863593549267799,-7.0035770718017725,3.1267796368177514,1315.816687340074,1.799780886611878,-0.0,2.404101417443289
hyperbolic,5,-163.78126086560843,0.4890322259238645,2.6667239619151677,-0.8056596505424996,-9.247142126980362,-6.000536991629564,-0.547453343639566,1314.010892220589,3.9386483357723723,-0.0,2.3556070790435535
hyperbolic,5,-163.78126086560843,0.49600261278835955,2.296229081038644,-0.8056596505424996,-7.8817124113715025,-5.893986709034496,3.7122286988658915,1318.2407177571404,0.18282665901388137,-0.0,2.0469143776172953
hyperbolic,5,-163.78126086560843,0.4984897759274195,2.473931569930349,-0.8056596505424996,-7.699375643615367,-5.3354470925853485,3.9361078935403553,1316.0341794030207,1.5804207564098063,-0.0,2.249777388664328
hyperbolic,5,-163.78126086560843,0.49465949566517897,2.1680460811684124,-0.8056596505424996,-8.171682182530724,-5.348305081218803,4.095348298786603,1316.2711110788657,-0.5768951288708107,-0.0,2.542792544686795
hyperbolic,5,-163.78126086560843,0.49265355637226016,2.5816307113073216,-0.8056596505424996,-10.669964899340938,-6.835448355720594,-0.03872371338105771,1314.9283489533707,2.9851626317694775,-0.0,2.6144849133560366
torus,6,0.0,0.4921260429306229,0.8261827695424642,-0.1389627224724735,0.5273316633627632,-0.05744435210028328,1.599560829025561,-552.3452173424062,-1.4587445700934771,-0.0,0.8752990668503241
torus,6,0.0,0.49439077453177127,1.1276849835461005,-0.1389627224724735,1.1463333432805514,1.1718392404824738,2.1997783135224727,-554.1063252839483,-1.241155682797121,-0.0,0.7803566582183823
torus,6,0.0,0.49410109323656803,0.912088476157816,-0.19825942114651124,-0.392960714581037,0.18723167402538718,-2.1940851338239606,-555.9042881773343,1.1355480096439101,-0.0,0.2537060486912484
torus,6,0.0,0.1351069374517312,0.03016145911436994,-0.1389627224724735,0.009117520388935142,0.7586726093851439,2.067529372581372,-550.3262656769894,-2.428260963988365,-0.0,0.885579724015045
