variant,mani,seed,ks,dH
asym,dumbbell4,1,53.404729080275516,0.22154411633478688
asym,dumbbell4,1,54.90929962167906,0.1971990619097328
asym,dumbbell4,1,56.96782139277925,0.20971307616560786
asym,dumbbell4,1,58.18237442677973,0.22321576336902815
asym,dumbbell4,1,60.27322528807259,0.23520434741461926
asym,dumbbell4,1,61.99265150037839,0.20780464413416055
asym,dumbbell4,1,63.81267632199376,0.20343160708088526
asym,dumbbell4,1,65.86841678105566,0.1953909433529475
asym,dumbbell4,1,67.41883335775461,0.2061878288616441
asym,dumbbell4,1,68.81268385756465,0.19829198993980235
asym,dumbbell4,1,70.14242774970171,0.21835184064399904
asym,dumbbell4,1,71.23464563557229,0.20005396332839265
asym,dumbbell4,1,73.14119930484318,0.19090976699005235
asym,dumbbell4,1,74.38864198751793,0.1831357962851783
asym,dumbbell4,1,75.1764728535252,0.2144302257057067
asym,dumbbell4,1,76.03369674645928,0.1777606584895164
asym,dumbbell4,1,76.72549783033278,0.20159400164443042
asym,dumbbell4,1,77.30391231144166,0.15312156357687723
asym,dumbbell4,1,77.7430283573924,0.21703495089766633
asym,dumbbell4,1,78.02575432614748,0.19731197877542783
asym,dumbbell4,1,78.10830216562853,0.1908048840547405
asym,necklace3,0,-100.76373920307375,-0.020695339329170004
asym,necklace3,0,-70.6066830010067,0.20587059231223304
asym,necklace3,0,-47.5918982690543,0.12915024075777115
asym,necklace3,0,-32.356157114176405,0.18509829458961402
asym,necklace3,0,-18.872478713586485,0.23574164897923655
asym,necklace3,0,-8.22526399674709,0.2694946693168445
asym,necklace3,0,-2.1327829493914523,0.21657754959425546
asym,necklace3,0,3.877825415689354,0.286199831404514
asym,necklace3,0,8.312797163015968,0.24660181130715664
asym,necklace3,0,12.727112779747669,0.2909132669676353
asym,necklace3,0,15.779431883888106,0.25924619054839226
asym,necklace3,0,18.58736184254872,0.2761319084621787
asym,necklace3,0,20.752965741875986,0.29443406716500764
asym,necklace3,0,23.37929945716395,0.27498467353610057
asym,necklace3,0,25.941186536208775,0.3240910202014984
asym,necklace3,0,27.767410279676675,0.30384803224564294
asym,necklace3,0,29.422537061199233,0.30037059762417684
asym,necklace3,0,30.944275713661572,0.23923635781586938
asym,necklace3,0,32.512355443498734,0.241751075887219
asym,necklace3,0,33.98593274288719,0.26361940877318624
asym,necklace3,0,35.06230656134688,0.2688668157183933
asym,necklace3,0,36.313808399894334,0.2759870237664268
asym,necklace3,0,37.257450525140506,0.2840065161981675
asym,necklace3,0,38.187383119445435,0.28800378218643985
asym,necklace3,0,39.29920252672709,0.28347547772289516
asym,necklace3,0,40.12460292085803,0.2708429861692059
asym,necklace3,0,40.733347955134654,0.26816199785320727
asym,necklace3,0,41.34043785041365,0.26950073717230616
asym,necklace3,0,41.84274504189669,0.2843379767807326
asym,necklace3,0,42.2064433539068,0.2861051638557619
asym,necklace3,0,42.67169744252835,0.2855918854662036
asym,necklace3,0,43.08523841288619,0.2525397205901303
asym,necklace3,0,43.64394592551453,0.2639179026551881
