kind_ok,m,rate_deform,rate_channel,static_score,ks,delocal_r,kind,dim,seed,point,config
1.0,120,0.0003420213340253651,1.927516740588923e-05,0.0009837114280961945,46.21632109012934,-0.1294143898350843,dumbbell,3,1,387,allpairs
1.0,120,0.00038914061905406496,-3.63486701105605e-05,-0.002092420255490804,46.66047677273177,-0.04945513075997057,dumbbell,3,1,827,allpairs
1.0,120,0.0003258393148501219,-8.894072055435723e-06,-0.0004858667201778461,47.0098099028612,-0.19052216672586053,dumbbell,3,1,1093,allpairs
1.0,120,0.00019659526347186594,-7.3176148491782556e-06,0.0031287688771690423,47.13562084320015,0.07290440613200579,dumbbell,3,1,609,allpairs
1.0,120,-0.0009197994405541989,4.28915524578836e-06,0.004206177930345771,47.17124512571931,-0.02781090516717273,dumbbell,3,1,1108,allpairs
1.0,120,-0.004619873653123003,-6.201511566198785e-06,-0.009096463037204176,-163.49259820536963,-0.4469139158283597,dumbbell,3,1,139,center
1.0,120,-0.005661563315783797,9.857684331630404e-06,-0.0037570590265657853,-77.08859426037498,-0.4304994391925382,dumbbell,3,1,1123,center
1.0,120,0.0003466451858131718,-2.224969042193455e-06,-0.0044360903283009075,-24.935838903963976,-0.30689157144858,dumbbell,3,1,801,center
1.0,120,-0.005225856782632117,-1.6389337250899416e-05,-0.0020047213069169594,4.513497221375994,-0.38650582428990604,dumbbell,3,1,1039,center
1.0,120,-0.0031709936555413664,-3.938527503540475e-06,-0.0027928809935074714,9.416261050518573,-0.4277233052715419,dumbbell,3,1,930,center
1.0,120,-0.00354373023558905,1.3551384482113349e-05,-0.00926103584916741,9.955521253209659,-0.4920161855677061,dumbbell,3,1,773,center
1.0,120,0.000990918599400592,4.035794670305866e-06,-0.0013264874157958367,10.477653947423558,-0.41990671388313505,dumbbell,3,1,377,center
1.0,120,-0.0036734644993162424,6.955850248679951e-06,-0.00390759682797231,10.974744420229678,-0.31781752652967366,dumbbell,3,1,233,center
1.0,120,0.0019162686854414656,3.855485418036153e-06,-0.001136306843439708,11.65592445068692,-0.48991439825909894,dumbbell,3,1,315,center
1.0,120,0.0028262882371404693,3.1950949665571216e-05,-0.004837113329065974,12.678447654897981,-0.420045020053461,dumbbell,3,1,806,center
1.0,120,-0.001465843247911354,5.517691903319152e-05,-0.0012363516156489436,13.664675462029756,-0.48759560163646043,dumbbell,3,1,835,center
1.0,120,-0.0035816755598648362,3.975712613228192e-05,0.002995096814063258,15.2054866378054,-0.46370874519115124,dumbbell,3,1,611,center
1.0,120,-0.0005179520914560349,-2.328059568235119e-05,-0.0045804337849769386,16.849276751622465,-0.41697214851660935,dumbbell,3,1,126,center
1.0,120,-0.003591467093744212,2.6500422779148398e-05,-0.008431628049265524,18.433629239680844,-0.3948051256207597,dumbbell,3,1,58,center
1.0,120,-0.0009228981366983172,-1.0263900156163666e-05,-0.0017663886366934048,19.69436099830141,-0.34354666425725794,dumbbell,3,1,582,center
1.0,120,-0.00251711283591149,8.812784322742573e-06,-0.004031479188121545,21.127922935034,-0.47697152838291823,dumbbell,3,1,1080,center
1.0,120,-0.0016403728454472317,1.1737131290582662e-05,0.0036625781279490195,22.88361794608912,-0.3618018580411417,dumbbell,3,1,220,center
1.0,120,-0.003954189485659981,2.6563989450186416e-05,0.00391592448074243,24.176002086963308,-0.4153772270881578,dumbbell,3,1,716,center
