anchor,ks,V,ent0,entw,frac0,fracw,d_ent,d_frac,kind,dim,seed,mode,goal_acc
1154,24.3578327940592,0.488126609806643,7.054974,4.921028,0.0625,0.125,-2.133946,0.0625,necklace,4,1,random,0.9166666666666666
1077,29.365750866239125,0.3204195161623027,7.0487022,4.769291,0.0,0.25,-2.2794113,0.25,necklace,4,1,random,0.9166666666666666
15,33.000135092627815,0.45982215017096406,6.9974666,4.7669325,0.0,0.125,-2.230534,0.125,necklace,4,1,random,0.9166666666666666
899,37.70969443910181,0.736772917383175,6.971772,4.827591,0.0,0.0,-2.1441813,0.0,necklace,4,1,random,0.9166666666666666
385,41.08980026436922,0.4206687676207113,6.984728,4.847251,0.0625,0.125,-2.137477,0.0625,necklace,4,1,random,0.9166666666666666
1372,44.49264324533184,0.6140595562779638,6.9624696,4.90378,0.0,0.0625,-2.0586896,0.0625,necklace,4,1,random,0.9166666666666666
1258,47.63515831123565,0.4066420245220991,6.9667673,4.7147784,0.0,0.0,-2.251989,0.0,necklace,4,1,random,0.9166666666666666
1268,50.61884902990287,0.40559096099330144,6.925379,4.3510675,0.0,0.0625,-2.5743113,0.0625,necklace,4,1,random,0.9166666666666666
760,53.43900770634771,0.6053652713207538,6.9633474,4.7234445,0.0625,0.125,-2.239903,0.0625,necklace,4,1,random,0.9166666666666666
741,55.872212778051434,0.11190264848144534,6.8818474,4.6709805,0.0,0.5,-2.210867,0.5,necklace,4,1,random,0.9166666666666666
179,58.1974478438998,0.0,6.9376945,4.416261,0.0,0.6875,-2.5214334,0.6875,necklace,4,1,random,0.9166666666666666
132,59.971599996398275,0.4686010083075964,7.0189734,4.6606417,0.0,0.3125,-2.3583317,0.3125,necklace,4,1,random,0.9166666666666666
453,61.56794503241199,0.4234924650648938,6.902217,4.6414905,0.0,0.0,-2.2607265,0.0,necklace,4,1,random,0.9166666666666666
416,63.532887374051136,0.0,6.921951,4.680355,0.0,1.0,-2.2415957,1.0,necklace,4,1,random,0.9166666666666666
271,64.90699234436448,0.49795776478701465,6.9650364,4.824479,0.0,0.0625,-2.1405573,0.0625,necklace,4,1,random,0.9166666666666666
743,66.23526738622316,0.4524006782826917,6.910823,4.7191343,0.0,0.0,-2.1916885,0.0,necklace,4,1,random,0.9166666666666666
1106,67.63009246492649,0.6890599971674819,6.9417,4.877097,0.0,0.0,-2.0646029,0.0,necklace,4,1,random,0.9166666666666666
454,68.94090029298269,0.3448954673165263,7.0214577,4.850974,0.0,0.1875,-2.1704836,0.1875,necklace,4,1,random,0.9166666666666666
951,69.91855500894702,0.2859770667378633,6.892992,4.7260494,0.0,0.1875,-2.1669426,0.1875,necklace,4,1,random,0.9166666666666666
1421,70.86449576251717,0.31276687334425884,6.937624,4.267393,0.0,0.3125,-2.6702309,0.3125,necklace,4,1,random,0.9166666666666666
266,71.72092689040939,0.1724080160398409,6.9279985,4.680193,0.0,0.25,-2.2478056,0.25,necklace,4,1,random,0.9166666666666666
138,72.65795994217105,0.2408760534975526,6.92229,4.6462784,0.0,0.125,-2.2760115,0.125,necklace,4,1,random,0.9166666666666666
635,73.39103608906785,0.21495777421991707,6.873103,4.6434646,0.0,0.0625,-2.2296386,0.0625,necklace,4,1,random,0.9166666666666666
814,74.03787353995045,0.5936476873845972,6.931908,4.8264294,0.0,0.0,-2.1054788,0.0,necklace,4,1,random,0.9166666666666666
1357,74.54850894393286,0.4918853948545713,6.945877,4.738264,0.0,0.0,-2.207613,0.0,necklace,4,1,random,0.9166666666666666
1071,75.22464046346612,0.23263572041499742,6.903715,4.5287557,0.0,0.125,-2.3749595,0.125,necklace,4,1,random,0.9166666666666666
601,75.71108103397891,0.46609854120712607,6.930788,4.398809,0.0,0.0625,-2.531979,0.0625,necklace,4,1,random,0.9166666666666666
1311,76.24554745546062,0.3752000229103498,6.8947783,4.661889,0.0,0.0625,-2.2328892,0.0625,necklace,4,1,random,0.9166666666666666
55,76.65951411005757,0.5070791083598353,6.8899446,4.4433146,0.0,0.0,-2.44663,0.0,necklace,4,1,random,0.9166666666666666
1338,76.95289010285855,0.12087259800887458,6.8791733,4.542409,0.0,0.375,-2.3367643,0.375,necklace,4,1,random,0.9166666666666666
809,77.27021323030029,0.24417279227955904,6.917672,4.6575155,0.0,0.1875,-2.2601566,0.1875,necklace,4,1,random,0.9166666666666666
1070,77.54476991051149,0.34666872957729983,6.8644075,4.3652678,0.0,0.0625,-2.4991398,0.0625,necklace,4,1,random,0.9166666666666666
6,77.81820542895373,0.24206934588489804,6.8923616,4.518253,0.0,0.125,-2.3741088,0.125,necklace,4,1,random,0.9166666666666666
971,78.03016548184152,0.4701294099293396,6.88406,4.6661506,0.0,0.0,-2.2179093,0.0,necklace,4,1,random,0.9166666666666666
1081,78.20871909873503,0.6168880068522076,6.9333873,4.71189,0.0,0.0,-2.221497,0.0,necklace,4,1,random,0.9166666666666666
946,78.36056668713321,0.6276144265145598,6.896696,4.8636303,0.0,0.0625,-2.0330658,0.0625,necklace,4,1,random,0.9166666666666666
909,78.42645678345978,0.24598784389072892,6.8988733,4.545657,0.0,0.125,-2.3532162,0.125,necklace,4,1,random,0.9166666666666666
724,78.4639467337781,0.20450403383401206,6.932024,4.7352133,0.0,0.0625,-2.1968107,0.0625,necklace,4,1,random,0.9166666666666666
647,-120.74558065842228,0.6015191229887052,7.143213,4.868481,0.0,0.9375,-2.2747316,0.9375,necklace,4,2,proxy,1.0
1397,-75.70558934611759,0.9056282085863527,7.13636,4.8278465,0.0625,0.875,-2.3085136,0.8125,necklace,4,2,proxy,1.0
616,-52.193039324381424,0.9124514703604901,7.0851736,4.953541,0.125,0.9375,-2.1316328,0.8125,necklace,4,2,proxy,1.0
556,-30.3047785120048,0.4136732521924961,7.034444,4.684184,0.0625,0.75,-2.3502598,0.6875,necklace,4,2,proxy,1.0
62,-19.257495607350318,0.6486472532014775,7.032233,4.7139816,0.0,0.625,-2.3182516,0.625,necklace,4,2,proxy,1.0
1302,-9.078271308966416,0.9185696113325416,7.017955,4.596948,0.0,0.75,-2.4210067,0.75,necklace,4,2,proxy,1.0
322,-0.7883808914376134,0.497819540961616,7.0805264,4.0563555,0.0,0.5,-3.0241709,0.5,necklace,4,2,proxy,1.0
861,7.764935029298197,0.35838327612768717,6.991681,4.6030416,0.0,0.375,-2.3886395,0.375,necklace,4,2,proxy,1.0
1182,12.935641432224992,0.7096541525712412,7.092373,4.0669208,0.0,0.625,-3.0254521,0.625,necklace,4,2,proxy,1.0
1367,18.394134575182306,0.2630188501227173,7.0084553,4.557662,0.0,0.5,-2.4507933,0.5,necklace,4,2,proxy,1.0
199,23.703120927755272,0.42682867802804025,7.0846615,4.1589184,0.0,0.4375,-2.925743,0.4375,necklace,4,2,proxy,1.0
164,28.8719514328256,0.9897443386326367,7.0295534,4.5330124,0.0,1.0,-2.496541,1.0,necklace,4,2,proxy,1.0
1361,33.195949225094246,0.9469217491087245,7.0439363,4.685954,0.0625,0.9375,-2.3579822,0.875,necklace,4,2,proxy,1.0
369,36.43175503125191,0.7208818414944191,6.9599953,4.710775,0.0,0.3125,-2.2492204,0.3125,necklace,4,2,proxy,1.0
1165,39.93108781797531,1.1514792816221342,6.9695883,4.6368856,0.0625,0.875,-2.3327026,0.8125,necklace,4,2,proxy,1.0
766,43.3609088487709,0.24980160754103609,7.0013304,4.0591745,0.0,0.375,-2.9421558,0.375,necklace,4,2,proxy,1.0
1334,45.941878304993935,0.8188137347467002,6.9810143,3.920931,0.0625,0.3125,-3.0600832,0.25,necklace,4,2,proxy,1.0
962,48.67988185231489,0.44864555952035606,6.972254,3.5558915,0.0,0.3125,-3.4163623,0.3125,necklace,4,2,proxy,1.0
634,51.08613373155372,1.2523949380840853,6.9608307,4.9547257,0.0,0.875,-2.006105,0.875,necklace,4,2,proxy,1.0
1145,53.240744808312186,0.6753628940157338,6.9445467,4.5092974,0.0,0.25,-2.4352493,0.25,necklace,4,2,proxy,1.0
1430,56.151275407046974,1.0935955803038395,6.97113,4.949648,0.0,0.9375,-2.021482,0.9375,necklace,4,2,proxy,1.0
926,57.969096696889686,1.003975400599245,6.9509034,4.7455783,0.0,1.0,-2.2053251,1.0,necklace,4,2,proxy,1.0
321,59.84253137058147,0.6495427993358803,6.9622145,3.798696,0.0,0.375,-3.1635184,0.375,necklace,4,2,proxy,1.0
1093,61.38629434634234,0.7481838310858631,6.9727025,3.9610257,0.0,0.4375,-3.0116768,0.4375,necklace,4,2,proxy,1.0
79,62.61951482669279,0.14822150404105489,6.978793,3.6399865,0.0,0.375,-3.3388066,0.375,necklace,4,2,proxy,1.0
1257,64.28798165795212,0.45614814049067604,6.922618,4.4519014,0.0,0.125,-2.4707165,0.125,necklace,4,2,proxy,1.0
598,66.00891229385756,1.0669182810269229,7.0320277,4.7297792,0.0,0.9375,-2.3022485,0.9375,necklace,4,2,proxy,1.0
1179,67.69260549499239,0.6180366350356583,6.9564686,4.6690083,0.0,0.625,-2.2874603,0.625,necklace,4,2,proxy,1.0
379,68.84395294410254,0.7850044835037745,6.9346685,4.5910597,0.0,0.4375,-2.3436089,0.4375,necklace,4,2,proxy,1.0
542,70.09495509478259,0.7524043091402853,6.919807,4.660696,0.0,0.5625,-2.259111,0.5625,necklace,4,2,proxy,1.0
771,71.21887510342155,1.0002679819922629,6.934548,4.5554223,0.0,0.75,-2.3791256,0.75,necklace,4,2,proxy,1.0
657,72.1516406028191,0.4456428913195153,6.913923,3.6541693,0.0,0.25,-3.2597535,0.25,necklace,4,2,proxy,1.0
546,72.91100260195863,0.0,6.985405,3.9833121,0.0,0.875,-3.0020928,0.875,necklace,4,2,proxy,1.0
11,73.96194600109054,0.44474559438162725,6.980894,3.8166637,0.0,0.25,-3.1642303,0.25,necklace,4,2,proxy,1.0
1026,74.65436833646733,0.6101196111591222,6.956621,4.037424,0.0,0.1875,-2.919197,0.1875,necklace,4,2,proxy,1.0
156,75.24058310522543,1.0306423838967624,6.9907346,4.5485487,0.0,0.875,-2.4421859,0.875,necklace,4,2,proxy,1.0
685,75.78684796319656,0.42278115882106154,6.861894,4.4686003,0.0,0.8125,-2.3932939,0.8125,necklace,4,2,proxy,1.0
65,76.09298704532945,0.20571301333828965,6.9494505,4.0466213,0.0,0.25,-2.9028292,0.25,necklace,4,2,proxy,1.0
1205,76.47062967314406,0.3956956773099235,6.9364457,3.4765363,0.0,0.25,-3.4599094,0.25,necklace,4,2,proxy,1.0
1478,76.76713546367883,0.32887201982422437,6.941437,4.618312,0.0,0.75,-2.323125,0.75,necklace,4,2,proxy,1.0
646,77.0508874954394,0.23633347198736143,6.9028234,4.479547,0.0,0.5,-2.4232764,0.5,necklace,4,2,proxy,1.0
567,77.215697935504,1.2257314979105,6.953021,4.735897,0.0,0.75,-2.217124,0.75,necklace,4,2,proxy,1.0
727,77.45153343957439,0.6902063456644727,6.8887253,4.7101927,0.0,0.3125,-2.1785326,0.3125,necklace,4,2,proxy,1.0
1089,77.64528829727367,0.8419383093161279,6.9022164,4.3312206,0.0,0.25,-2.5709958,0.25,necklace,4,2,proxy,1.0
939,77.83365559076987,0.537699382706866,6.8592196,4.703452,0.0,0.125,-2.1557674,0.125,necklace,4,2,proxy,1.0
739,77.9433041296147,0.8739652253963341,6.993435,4.109871,0.0,0.1875,-2.883564,0.1875,necklace,4,2,proxy,1.0
946,78.0696647546605,0.7677457503220063,6.902203,4.369762,0.0,0.0625,-2.5324411,0.0625,necklace,4,2,proxy,1.0
1096,78.11664300076892,0.38274087383691135,6.880313,4.571897,0.0,0.4375,-2.308416,0.4375,necklace,4,2,proxy,1.0
647,-120.74558065842228,0.4186717893852692,7.143213,4.9671106,0.0,0.1875,-2.1761022,0.1875,necklace,4,2,random,0.8666666666666667
1397,-75.70558934611759,0.5016030342242491,7.13636,4.896921,0.0625,0.25,-2.239439,0.1875,necklace,4,2,random,0.8666666666666667
616,-52.193039324381424,0.3145399481541731,7.0851736,4.770075,0.125,0.1875,-2.3150988,0.0625,necklace,4,2,random,0.8666666666666667
556,-30.3047785120048,0.4762735895025181,7.034444,4.8651085,0.0625,0.0625,-2.1693354,0.0,necklace,4,2,random,0.8666666666666667
62,-19.257495607350318,0.504870626433077,7.032233,4.8942485,0.0,0.0625,-2.1379848,0.0625,necklace,4,2,random,0.8666666666666667
1302,-9.078271308966416,0.34081555322018436,7.017955,4.60039,0.0,0.125,-2.4175649,0.125,necklace,4,2,random,0.8666666666666667
322,-0.7883808914376134,0.4895018770990654,7.0805264,4.908596,0.0,0.25,-2.1719303,0.25,necklace,4,2,random,0.8666666666666667
861,7.764935029298197,0.38671035422102196,6.991681,4.5904827,0.0,0.25,-2.4011984,0.25,necklace,4,2,random,0.8666666666666667
1182,12.935641432224992,0.26114785852770966,7.092373,4.8250046,0.0,0.375,-2.2673683,0.375,necklace,4,2,random,0.8666666666666667
1367,18.394134575182306,0.3120934269670656,7.0084553,4.849013,0.0,0.25,-2.1594424,0.25,necklace,4,2,random,0.8666666666666667
199,23.703120927755272,0.5389224062352028,7.0846615,4.9861755,0.0,0.0625,-2.098486,0.0625,necklace,4,2,random,0.8666666666666667
164,28.8719514328256,0.14584052933840744,7.0295534,4.6609287,0.0,0.125,-2.3686247,0.125,necklace,4,2,random,0.8666666666666667
1361,33.195949225094246,0.4487636049585578,7.0439363,4.90056,0.0625,0.1875,-2.1433764,0.125,necklace,4,2,random,0.8666666666666667
369,36.43175503125191,0.29292391747555124,6.9599953,4.76175,0.0,0.0625,-2.198245,0.0625,necklace,4,2,random,0.8666666666666667
1165,39.93108781797531,0.21817077951047784,6.9695883,4.551384,0.0625,0.125,-2.4182043,0.0625,necklace,4,2,random,0.8666666666666667
766,43.3609088487709,0.28223409623907214,7.0013304,4.7048397,0.0,0.125,-2.2964907,0.125,necklace,4,2,random,0.8666666666666667
1334,45.941878304993935,0.23811595290813425,6.9810143,4.5539665,0.0625,0.1875,-2.4270477,0.125,necklace,4,2,random,0.8666666666666667
962,48.67988185231489,0.3634444670918142,6.972254,4.637581,0.0,0.0625,-2.334673,0.0625,necklace,4,2,random,0.8666666666666667
634,51.08613373155372,0.1162018617240108,6.9608307,4.737727,0.0,0.3125,-2.2231035,0.3125,necklace,4,2,random,0.8666666666666667
1145,53.240744808312186,0.505917260565355,6.9445467,4.7856317,0.0,0.0,-2.158915,0.0,necklace,4,2,random,0.8666666666666667
1430,56.151275407046974,0.2598513786807471,6.97113,4.5992365,0.0,0.1875,-2.3718934,0.1875,necklace,4,2,random,0.8666666666666667
926,57.969096696889686,0.4204974977747279,6.9509034,4.5999928,0.0,0.125,-2.3509107,0.125,necklace,4,2,random,0.8666666666666667
321,59.84253137058147,0.3133651626852352,6.9622145,4.771508,0.0,0.1875,-2.1907063,0.1875,necklace,4,2,random,0.8666666666666667
1093,61.38629434634234,0.2981739854564069,6.9727025,4.794597,0.0,0.0625,-2.1781054,0.0625,necklace,4,2,random,0.8666666666666667
79,62.61951482669279,0.5101751836963725,6.978793,4.758689,0.0,0.0625,-2.2201042,0.0625,necklace,4,2,random,0.8666666666666667
1257,64.28798165795212,0.18776215623216463,6.922618,4.662754,0.0,0.1875,-2.2598639,0.1875,necklace,4,2,random,0.8666666666666667
598,66.00891229385756,0.33037837260189573,7.0320277,4.867277,0.0,0.125,-2.1647506,0.125,necklace,4,2,random,0.8666666666666667
1179,67.69260549499239,0.5699827781709856,6.9564686,4.77385,0.0,0.0,-2.1826186,0.0,necklace,4,2,random,0.8666666666666667
379,68.84395294410254,0.2615107628840125,6.9346685,4.7239904,0.0,0.0625,-2.210678,0.0625,necklace,4,2,random,0.8666666666666667
542,70.09495509478259,0.38880836535740754,6.919807,4.74749,0.0,0.0625,-2.172317,0.0625,necklace,4,2,random,0.8666666666666667
771,71.21887510342155,0.2297701940643722,6.934548,4.698462,0.0,0.0625,-2.236086,0.0625,necklace,4,2,random,0.8666666666666667
657,72.1516406028191,0.4590065883498752,6.913923,4.708776,0.0,0.0,-2.2051468,0.0,necklace,4,2,random,0.8666666666666667
546,72.91100260195863,0.4216247896148062,6.985405,4.69726,0.0,0.125,-2.288145,0.125,necklace,4,2,random,0.8666666666666667
11,73.96194600109054,0.5608716786529468,6.980894,4.701887,0.0,0.0625,-2.279007,0.0625,necklace,4,2,random,0.8666666666666667
1026,74.65436833646733,0.26653378237810926,6.956621,4.790457,0.0,0.125,-2.1661644,0.125,necklace,4,2,random,0.8666666666666667
156,75.24058310522543,0.4470719979407026,6.9907346,4.789732,0.0,0.125,-2.2010026,0.125,necklace,4,2,random,0.8666666666666667
685,75.78684796319656,0.2564382169834942,6.861894,4.5232573,0.0,0.0625,-2.3386369,0.0625,necklace,4,2,random,0.8666666666666667
65,76.09298704532945,0.25792620116964565,6.9494505,4.509142,0.0,0.0625,-2.4403086,0.0625,necklace,4,2,random,0.8666666666666667
1205,76.47062967314406,0.2883641825285305,6.9364457,4.608201,0.0,0.125,-2.3282447,0.125,necklace,4,2,random,0.8666666666666667
1478,76.76713546367883,0.4577844049403079,6.941437,4.652476,0.0,0.0625,-2.288961,0.0625,necklace,4,2,random,0.8666666666666667
646,77.0508874954394,0.6057581594392338,6.9028234,4.7195497,0.0,0.0,-2.1832738,0.0,necklace,4,2,random,0.8666666666666667
567,77.215697935504,0.1542263144072381,6.953021,4.61308,0.0,0.125,-2.339941,0.125,necklace,4,2,random,0.8666666666666667
727,77.45153343957439,0.4357053891602811,6.8887253,4.4714913,0.0,0.0,-2.417234,0.0,necklace,4,2,random,0.8666666666666667
1089,77.64528829727367,0.15421180184925526,6.9022164,4.3610554,0.0,0.0625,-2.541161,0.0625,necklace,4,2,random,0.8666666666666667
939,77.83365559076987,0.30602192654521776,6.8592196,4.4821796,0.0,0.0625,-2.37704,0.0625,necklace,4,2,random,0.8666666666666667
739,77.9433041296147,0.41447076991706416,6.993435,4.7060084,0.0,0.0625,-2.2874265,0.0625,necklace,4,2,random,0.8666666666666667
946,78.0696647546605,0.4182346681379898,6.902203,4.61905,0.0,0.0625,-2.283153,0.0625,necklace,4,2,random,0.8666666666666667
1096,78.11664300076892,0.30288328752204874,6.880313,4.607731,0.0,0.125,-2.272582,0.125,necklace,4,2,random,0.8666666666666667
