kind,dim,seed,branch,ks,integ_sign,integ_mag,v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa
dumbbell,3,0,E_C17,-22.548062598221478,-0.39657864795534337,-0.29745363632341915,-0.6154757981766972,-0.46929593615046167,-1.4104491217775361,9.68066459871893,6.6786750455841055,124999999.99999999,1.5648311852767354
dumbbell,3,0,E_C17,-19.225024550522377,0.2478475786178147,0.2546169239677297,0.9770927302214344,0.30883681722265954,0.3310092686986143,16.08005229848767,13.424954769878498,999999999.9999999,0.8970843057398555
dumbbell,3,0,E_C17,-11.762262800203482,0.07499845819317141,-0.02995814467966887,1.6977273859141888,1.9979534551240419,-2.1213083438314886,19.13008795871487,10.74988010647685,999999999.9999999,0.9640349515834636
dumbbell,3,0,E_C17,-3.5550526795521264,-0.3421781953706609,0.1551503703393314,-0.20099899213628467,0.021903426106572053,2.1416711313498884,3.234249141143429,2.318445973868898,0.0,-0.12293926142172157
dumbbell,3,0,E_C17,2.5102588071524714,-0.4146599876475515,-0.18033653705321961,0.6485215512578849,0.1772102201601841,-2.7047776790151206,11.925934860165135,4.92082920420217,999999999.9999999,0.552993378725278
dumbbell,3,0,E_C17,6.159382675542515,0.3421631415691232,0.43186775930073695,1.3413651880321589,0.3564422517022844,0.45972175548533456,17.600728386121105,11.114857537277715,999999999.9999999,1.6113921769456419
dumbbell,3,0,E_C17,6.605360713324066,0.29750094013606376,0.010308638457922712,0.8711432038294594,0.17923974020265596,1.6415687601542952,17.586141595770705,12.974830502780334,937500000.0,2.2514169069246184
dumbbell,3,0,E_C17,7.3857094587224115,0.29291550293614244,-0.15338550428120232,1.2390631302511108,0.9978308397151061,-2.8976947597287257,26.574430871489593,19.494429070664797,999999999.9999999,2.3702519923197505
dumbbell,3,0,E_C17,8.355744883799076,-0.2718294523224013,0.281853180964072,1.31619790971844,1.3841088347090031,0.26033861940938907,14.263779399956055,7.103906462115669,875000000.0,1.5408188132300538
dumbbell,3,0,E_C17,9.178669145217661,-0.41465603441663423,-0.26928717959649195,0.4215238500058918,-0.41490455733288795,-3.3468103590561467,10.890216971539674,7.183696457524028,437500000.0,1.0412475583947107
dumbbell,3,0,E_C17,10.291751725325792,0.1987292603648989,-0.07284983753794143,0.7827930192349852,0.22587917056057494,-1.0793740146985553,25.760809719776887,15.984920199787268,999999999.9999999,1.5183046004008225
dumbbell,3,0,E_C17,11.41168825762969,0.4411146167042761,1.6081678335873744,1.371495188641623,0.8269433201087321,-6.775366881925586,17.5164784143623,63.54169445493758,812500000.0,2.8719853978775136
dumbbell,3,0,E_C17,12.373259461365768,-0.28849734037066393,0.37572398971049425,0.5372443829270201,0.4266565129550867,0.6349036155219743,11.669718527120049,7.480860472378849,124999999.99999999,0.7283990217426353
